company,director,genre,name,rating,star,writer
Relativity Media,Steven Soderbergh,Action,Agentes Secretos,R,Gina Carano,Lem Dobbs
Regency Enterprises,Mark Mylod,Comedy,What's Your Number?,R,Anna Faris,Gabrielle Allan
BBC Films,David Mackenzie,Drama,Perfect Sense,R,Ewan McGregor,Kim Fupz Aakeson
Screen Gems,Rod Lurie,Action,Straw Dogs,R,James Marsden,Rod Lurie
Rogue Pictures,Michael Dowse,Comedy,Take Me Home Tonight,R,Topher Grace,Jackie Filgo
Universal Pictures,Brett Ratner,Action,Tower Heist,PG-13,Eddie Murphy,Adam Cooper
Summit Entertainment,Patrick Lussier,Action,Drive Angry,R,Nicolas Cage,Todd Farmer
Blueprint Pictures,John Madden,Comedy,The Best Exotic Marigold Hotel,PG-13,Judi Dench,Ol Parker
Six Entertainment Company,Tom Six,Horror,The Human Centipede II (Full Sequence),NOT RATED,Ashlynn Yennie,Tom Six
Cliffjack Motion Pictures,Jim Sheridan,Drama,Dream House,PG-13,Daniel Craig,David Loucka
New Line Cinema,Garry Marshall,Comedy,New Year's Eve,PG-13,Sarah Jessica Parker,Katherine Fugate
Universal Pictures,Tom Hanks,Comedy,Larry Crowne,PG-13,Tom Hanks,Tom Hanks
Omnilab Media,Gary McKendry,Action,Killer Elite,R,Jason Statham,Matt Sherring
New Line Cinema,Mikael Håfström,Drama,The Rite,PG-13,Colin O'Donoghue,Michael Petroni
Dimension Films,Robert Rodriguez,Action,Spy Kids 4: All the Time in the World,PG,Jessica Alba,Robert Rodriguez
Anchor Bay Films,Jamie Linden,Comedy,10 Years,PG-13,Channing Tatum,Jamie Linden
Fox 2000 Pictures,Thomas Bezucha,Adventure,Princesa por accidente,PG,Selena Gomez,Thomas Bezucha
Film4,Ben Palmer,Comedy,The Inbetweeners Movie,R,James Buckley,Iain Morris
Reprisal Films,John Michael McDonagh,Comedy,The Guard,R,Brendan Gleeson,John Michael McDonagh
Warner Bros.,Stephen Daldry,Adventure,Extremely Loud & Incredibly Close,PG-13,Thomas Horn,Eric Roth
Corsan,Lee Tamahori,Biography,The Devil's Double,R,Dominic Cooper,Michael Thomas
Alcon Entertainment,Luke Greenfield,Comedy,Something Borrowed,PG-13,Ginnifer Goodwin,Jennie Snyder Urman
Fox Searchlight Pictures,Sean Durkin,Drama,Martha Marcy May Marlene,R,Elizabeth Olsen,Sean Durkin
GK Films,Bruce Robinson,Comedy,The Rum Diary,R,Johnny Depp,Bruce Robinson
Pathé,Phyllida Lloyd,Biography,The Iron Lady,PG-13,Meryl Streep,Abi Morgan
SBS Productions,Roman Polanski,Comedy,¿Sabes quién viene?,R,Jodie Foster,Yasmina Reza
Dark Sky Films,Ti West,Horror,The Innkeepers,R,Sara Paxton,Ti West
Universal Pictures,Ron Howard,Comedy,The Dilemma,PG-13,Vince Vaughn,Allan Loeb
Columbia Pictures,Ruben Fleischer,Action,30 minutos o menos,R,Jesse Eisenberg,Michael Diliberti
Columbia Pictures,Michel Gondry,Action,The Green Hornet,PG-13,Seth Rogen,Seth Rogen
Millennium Films,Joel Schumacher,Crime,Trespass,R,Nicolas Cage,Karl Gajdusek
Walt Disney Pictures,James Bobin,Adventure,The Muppets,PG,Amy Adams,Jason Segel
Summit Entertainment,Chris Gorak,Action,The Darkest Hour,PG-13,Emile Hirsch,Jon Spaihts
Atlas Entertainment,Dominic Sena,Action,Season of the Witch,PG-13,Nicolas Cage,Bragi F. Schut
Touchstone Pictures,Kelly Asbury,Animation,Gnomeo & Juliet,G,James McAvoy,Rob Sprackling
Anchor Bay Films,Jonathan Hensleigh,Biography,Kill the Irishman,R,Ray Stevenson,Jonathan Hensleigh
"Bureau, The",Andrew Haigh,Drama,Weekend,NOT RATED,Tom Cullen,Andrew Haigh
Semtex Films,Madonna,Drama,W.E.,R,Abbie Cornish,Madonna
Mandalay Vision,Richard Linklater,Biography,Bernie,PG-13,Jack Black,Skip Hollandsworth
Focus Features,Kevin Macdonald,Action,The Eagle,PG-13,Channing Tatum,Jeremy Brock
Relativity Media,Marc Forster,Action,Machine Gun Preacher,R,Gerard Butler,Jason Keller
Elle Driver,Chris Kentis,Drama,Silent House,R,Elizabeth Olsen,Gustavo Hernández
Columbia Pictures,Dennis Dugan,Comedy,Jack and Jill,PG,Adam Sandler,Steve Koren
Endgame Entertainment,Roger Donaldson,Action,Seeking Justice,R,Nicolas Cage,Todd Hickey
Michael De Luca Productions,Jim Field Smith,Comedy,Butter,R,Jennifer Garner,Jason A. Micallef
DreamWorks Animation,Chris Miller,Animation,Puss in Boots,PG,Antonio Banderas,Tom Wheeler
Paramount Pictures,Jason Reitman,Comedy,Young Adult,R,Charlize Theron,Diablo Cody
Informant Media,Tanya Wexler,Comedy,Hysteria,R,Maggie Gyllenhaal,Stephen Dyer
Hermetof Pictures,Ralph Fiennes,Drama,Coriolanus,R,Ralph Fiennes,John Logan
Paper Street Films,Tony Kaye,Drama,Detachment,NOT RATED,Adrien Brody,Carl Lund
Universal Pictures,Tim Hill,Animation,Hop,PG,Russell Brand,Cinco Paul
Incentive Filmed Entertainment,David R. Ellis,Horror,Shark Night 3D,PG-13,Sara Paxton,Will Hayes
Alcon Entertainment,Charles Martin Smith,Drama,Dolphin Tale,PG,Morgan Freeman,Karen Janszen
Indigo Film,Paolo Sorrentino,Comedy,This Must Be the Place,R,Sean Penn,Paolo Sorrentino
Columbia Pictures,Frank Coraci,Comedy,Zookeeper,PG,Kevin James,Nick Bakay
Summit Entertainment,Jodie Foster,Drama,The Beaver,PG-13,Mel Gibson,Kyle Killen
Warp X,Ben Wheatley,Crime,Kill List,NOT RATED,Neil Maskell,Ben Wheatley
Twentieth Century Fox Film Corporation,Mark Waters,Comedy,Mr. Popper's Penguins,PG,Jim Carrey,Sean Anders
Columbia Pictures,Roland Emmerich,Drama,Anonymous,PG-13,Rhys Ifans,John Orloff
Beijing New Picture Film Co.,Yimou Zhang,Drama,The Flowers of War,R,Christian Bale,Heng Liu
Instinctive Film,Xavier Gens,Drama,Aislados,R,Lauren German,Karl Mueller
Lightstream Entertainment,Oren Moverman,Crime,Rampart,R,Woody Harrelson,James Ellroy
Fox 2000 Pictures,David Bowers,Comedy,Diary of a Wimpy Kid: Rodrick Rules,PG,Zachary Gordon,Gabe Sachs
Endgame Entertainment,Alex Gregory,Comedy,A Good Old Fashioned Orgy,R,Jason Sudeikis,Alex Gregory
Film4,Andrea Arnold,Drama,Wuthering Heights,NOT RATED,Kaya Scodelario,Andrea Arnold
Walt Disney Pictures,Stephen J. Anderson,Animation,Winnie the Pooh,G,Jim Cummings,Stephen J. Anderson
UK Film Council,Phil Traill,Comedy,Chalet Girl,R,Felicity Jones,Tom Williams
Eros International,Zoya Akhtar,Adventure,Zindagi Na Milegi Dobara,Not specified,Hrithik Roshan,Farhan Akhtar
Rhombus Media,Jason Eisener,Action,Hobo with a Shotgun,NOT RATED,Rutger Hauer,John Davies
Warner Bros.,George Miller,Animation,Happy Feet Two,PG,Elijah Wood,George Miller
Universal Pictures,Alister Grierson,Adventure,Sanctum,R,Rhys Wakefield,John Garvin
Paramount Pictures,Henry Joost,Horror,Paranormal Activity 3,R,Chloe Csengery,Christopher Landon
Camberwell / Fly Films,Terence Davies,Drama,The Deep Blue Sea,R,Rachel Weisz,Terence Rattigan
BCDF Pictures,Bruce Beresford,Comedy,"Peace, Love, & Misunderstanding",R,Jane Fonda,Christina Mengert
UK Film Council,Lasse Hallström,Comedy,Salmon Fishing in the Yemen,PG-13,Ewan McGregor,Simon Beaufoy
Red Granite Pictures,Jennifer Westfeldt,Comedy,Friends with Kids,R,Jennifer Westfeldt,Jennifer Westfeldt
Big Beach Films,Jesse Peretz,Comedy,Our Idiot Brother,R,Paul Rudd,Jesse Peretz
New Line Cinema,Todd Strauss-Schulson,Adventure,A Very Harold & Kumar 3D Christmas,R,Kal Penn,Jon Hurwitz
Fox Searchlight Pictures,Kenneth Lonergan,Drama,Margaret,R,Anna Paquin,Kenneth Lonergan
Mockingbird Pictures,Rodrigo García,Drama,Albert Nobbs,R,Glenn Close,Gabriella Prekop
Darko Entertainment,Bobcat Goldthwait,Comedy,God Bless America,R,Joel Murray,Bobcat Goldthwait
Joe's Daughter,Sarah Polley,Comedy,Take This Waltz,R,Michelle Williams,Sarah Polley
Dimension Films,Gonzalo López-Gallego,Horror,Apollo 18,PG-13,Warren Christie,Brian Miller
Cherry Sky Films,Adam Kassen,Biography,Puncture,R,Chris Evans,Paul Danziger
Annapurna Productions,Aaron Harvey,Action,Catch .44,R,Malin Akerman,Aaron Harvey
Fox 2000 Pictures,Mike Mitchell,Animation,Alvin and the Chipmunks: Chipwrecked,G,Justin Long,Jonathan Aibel
Carver Films,Justin Kurzel,Biography,The Snowtown Murders,NOT RATED,Lucas Pittaway,Shaun Grant
Porchlight Films,Daniel Nettheim,Adventure,The Hunter,R,Willem Dafoe,Alice Addison
Les Films du Lendemain,Bertrand Bonello,Drama,House of Tolerance,NOT RATED,Noémie Lvovsky,Bertrand Bonello
Good Folk Films,Sam Jaeger,Comedy,Take Me Home,PG-13,Sam Jaeger,Sam Jaeger
Warner Bros.,Jason Winer,Comedy,Arthur,PG-13,Russell Brand,Peter Baynham
TriStar Pictures,Alex Kendrick,Drama,Courageous,PG-13,Alex Kendrick,Alex Kendrick
Fox 2000 Pictures,David Frankel,Comedy,The Big Year,PG,Owen Wilson,Howard Franklin
Ad Hominem Enterprises,Miguel Arteta,Comedy,Cedar Rapids,R,Ed Helms,Phil Johnston
Isle of Man Film,Sheree Folkson,Comedy,The Decoy Bride,PG,Kelly Macdonald,Neil Jaworski
Davis Entertainment,Nicole Kassell,Comedy,A Little Bit of Heaven,PG-13,Kate Hudson,Gren Wells
Skyscraper Films,Zal Batmanglij,Drama,Sound of My Voice,R,Christopher Denham,Zal Batmanglij
Rickshaw Productions,Joe Nussbaum,Comedy,Prom,PG,Aimee Teegarden,Katie Wech
Haos Film,Yorgos Lanthimos,Drama,Alps: Los suplantadores,NOT RATED,Stavros Psyllakis,Efthymis Filippou
Anchor Bay Films,Ami Canaan Mann,Crime,Texas Killing Fields,R,Sam Worthington,Don Ferrarone
GK Films,Angelina Jolie,Drama,In the Land of Blood and Honey,R,Zana Marjanovic,Angelina Jolie
Foresight Unlimited,Matthew Chapman,Drama,The Ledge,R,Charlie Hunnam,Matthew Chapman
Savage Film,Michaël R. Roskam,Crime,Bullhead,R,Matthias Schoenaerts,Michaël R. Roskam
BBC Films,Fernando Meirelles,Drama,360,R,Rachel Weisz,Peter Morgan
Eros International,Imtiaz Ali,Drama,Rockstar,NOT RATED,Ranbir Kapoor,Imtiaz Ali
Atlas Productions,Paul Johansson,Drama,Atlas Shrugged: Part I,PG-13,Taylor Schilling,Brian Patrick O'Toole
"Safran Company, The",Rob Minkoff,Comedy,Flypaper,NOT RATED,Patrick Dempsey,Jon Lucas
Antena 3 Films,Juan Carlos Fresnadillo,Fantasy,Intruders,R,Clive Owen,Nicolás Casariego
TriStar Pictures,Salim Akil,Comedy,Jumping the Broom,PG-13,Paula Patton,Elizabeth Hunter
Studio Ghibli,Gorô Miyazaki,Animation,From Up on Poppy Hill,PG,Sarah Bolger,Tetsurô Sayama
Regency Enterprises,John Whitesell,Action,"Big Mommas: Like Father, Like Son",PG-13,Martin Lawrence,Matt Fogel
Slot Machine,Malgorzata Szumowska,Drama,Elles,UNRATED,Juliette Binoche,Tine Byrckel
Excel Entertainment,Farhan Akhtar,Action,Don 2,NOT RATED,Shah Rukh Khan,Farhan Akhtar
Magic Violet,Geoffrey Fletcher,Action,Violet & Daisy,R,Saoirse Ronan,Geoffrey Fletcher
Indeed films,Bavo Defurne,Drama,North Sea Texas,NOT RATED,Ben Van den Heuvel,André Sollie
Warner Bros.,Christopher Nolan,Action,The Dark Knight Rises,PG-13,Christian Bale,Jonathan Nolan
The Weinstein Company,Quentin Tarantino,Drama,Django Unchained,R,Jamie Foxx,Quentin Tarantino
Lionsgate,Gary Ross,Adventure,The Hunger Games,PG-13,Jennifer Lawrence,Gary Ross
Marvel Studios,Joss Whedon,Action,The Avengers,PG-13,Robert Downey Jr.,Joss Whedon
Twentieth Century Fox Film Corporation,Ridley Scott,Adventure,Prometheus,R,Noomi Rapace,Jon Spaihts
New Line Cinema,Peter Jackson,Adventure,The Hobbit: An Unexpected Journey,PG-13,Martin Freeman,Fran Walsh
Brownstone Productions (II),Jason Moore,Comedy,Pitch Perfect,PG-13,Anna Kendrick,Kay Cannon
Paramount Pictures,Christopher McQuarrie,Action,Jack Reacher,PG-13,Tom Cruise,Lee Child
Summit Entertainment,Stephen Chbosky,Drama,The Perks of Being a Wallflower,PG-13,Logan Lerman,Stephen Chbosky
Cloud Atlas Productions,Tom Tykwer,Action,Cloud Atlas,R,Tom Hanks,David Mitchell
Summit Entertainment,Bill Condon,Adventure,The Twilight Saga: Breaking Dawn - Part 2,PG-13,Kristen Stewart,Melissa Rosenberg
Lionsgate,Drew Goddard,Horror,The Cabin in the Woods,R,Kristen Connolly,Joss Whedon
Working Title Films,Tom Hooper,Drama,Les Misérables,PG-13,Hugh Jackman,William Nicholson
Indian Paintbrush,Wes Anderson,Adventure,Moonrise Kingdom,PG-13,Jared Gilman,Wes Anderson
Eon Productions,Sam Mendes,Action,Skyfall,PG-13,Daniel Craig,Ian Fleming
Columbia Pictures,Phil Lord,Action,21 Jump Street,R,Jonah Hill,Michael Bacall
Universal Pictures,Peter Berg,Action,Battleship,PG-13,Alexander Skarsgård,Jon Hoeber
Endgame Entertainment,Rian Johnson,Action,Looper,R,Joseph Gordon-Levitt,Rian Johnson
Columbia Pictures,Kathryn Bigelow,Drama,Zero Dark Thirty,R,Jessica Chastain,Mark Boal
Roth Films,Rupert Sanders,Action,Snow White and the Huntsman,PG-13,Kristen Stewart,Evan Daugherty
The Weinstein Company,David O. Russell,Comedy,Silver Linings Playbook,R,Bradley Cooper,David O. Russell
Universal Pictures,Jon Hurwitz,Comedy,American Reunion,R,Jason Biggs,Jon Hurwitz
Warner Bros.,Tim Burton,Comedy,Dark Shadows,PG-13,Johnny Depp,Seth Grahame-Smith
Universal Pictures,Joe Wright,Drama,Anna Karenina,R,Keira Knightley,Tom Stoppard
Columbia Pictures,Marc Webb,Action,The Amazing Spider-Man,PG-13,Andrew Garfield,James Vanderbilt
Sidney Kimmel Entertainment,Derek Cianfrance,Crime,The Place Beyond the Pines,R,Ryan Gosling,Derek Cianfrance
Warner Bros.,Ben Affleck,Adventure,Argo,R,Ben Affleck,Chris Terrio
Danmarks Radio (DR),Thomas Vinterberg,Drama,The Hunt,R,Mads Mikkelsen,Tobias Lindholm
Iron Horse Entertainment (II),Steven Soderbergh,Comedy,Magic Mike,R,Channing Tatum,Reid Carolin
Universal Pictures,Tony Gilroy,Action,The Bourne Legacy,PG-13,Jeremy Renner,Tony Gilroy
Mediaset España,J.A. Bayona,Drama,The Impossible,PG-13,Naomi Watts,Sergio G. Sánchez
Muse Productions,Harmony Korine,Crime,Spring Breakers,R,Vanessa Hudgens,Harmony Korine
Walt Disney Animation Studios,Rich Moore,Animation,Wreck-It Ralph,PG,John C. Reilly,Rich Moore
Walt Disney Pictures,Mark Andrews,Animation,Brave,PG,Kelly Macdonald,Brenda Chapman
DNA Films,Pete Travis,Action,Dredd,R,Karl Urban,John Wagner
The Weinstein Company,John Hillcoat,Crime,Lawless,R,Tom Hardy,Nick Cave
Alliance Films,Scott Derrickson,Horror,Sinister,R,Ethan Hawke,Scott Derrickson
Walt Disney Pictures,Andrew Stanton,Action,John Carter,PG-13,Taylor Kitsch,Andrew Stanton
DreamWorks,Steven Spielberg,Biography,Lincoln,PG-13,Daniel Day-Lewis,Tony Kushner
New Line Cinema,Adam Shankman,Comedy,Rock of Ages,PG-13,Julianne Hough,Justin Theroux
Columbia Pictures,Barry Sonnenfeld,Action,Men in Black 3,PG-13,Will Smith,Etan Cohen
Paramount Pictures,Robert Zemeckis,Drama,Flight,R,Denzel Washington,John Gatins
Universal Pictures,Seth MacFarlane,Comedy,Ted,R,Mark Wahlberg,Seth MacFarlane
The Weinstein Company,Paul Thomas Anderson,Drama,The Master,R,Philip Seymour Hoffman,Paul Thomas Anderson
Exclusive Media Group,David Ayer,Action,End of Watch,R,Jake Gyllenhaal,David Ayer
Fox 2000 Pictures,Ang Lee,Adventure,Life of Pi,PG,Suraj Sharma,Yann Martel
Columbia Pictures,Genndy Tartakovsky,Animation,Hotel Transylvania,PG,Adam Sandler,Peter Baynham
Overbrook Entertainment,McG,Action,This Means War,PG-13,Reese Witherspoon,Timothy Dowling
Columbia Pictures,Sean Anders,Comedy,That's My Boy,R,Adam Sandler,David Caspe
Screen Gems,Michael Sucsy,Drama,The Vow,PG-13,Rachel McAdams,Abby Kohn
Green Hat Films,Nima Nourizadeh,Comedy,Project X,R,Thomas Mann,Matt Drake
Total Recall,Len Wiseman,Action,Total Recall,PG-13,Colin Farrell,Kurt Wimmer
Ixtlan,Oliver Stone,Crime,Savages,R,Aaron Taylor-Johnson,Shane Salerno
Paramount Pictures,Larry Charles,Comedy,The Dictator,R,Sacha Baron Cohen,Sacha Baron Cohen
CBS Films,Martin McDonagh,Comedy,Seven Psychopaths,R,Colin Farrell,Martin McDonagh
Samuel Goldwyn Films,Jon Kasdan,Comedy,The First Time,PG-13,Dylan O'Brien,Jon Kasdan
Apatow Productions,Judd Apatow,Comedy,This Is 40,R,Paul Rudd,Judd Apatow
Warner Bros.,Scott Hicks,Drama,The Lucky One,PG-13,Zac Efron,Will Fetters
DreamWorks Animation,Peter Ramsey,Animation,Rise of the Guardians,PG,Hugh Jackman,David Lindsay-Abaire
Warner Bros.,Jonathan Liebesman,Action,Furia de Titanes 2,PG-13,Sam Worthington,Dan Mazeau
New Line Cinema,Brad Peyton,Action,Journey 2: The Mysterious Island,PG,Josh Hutcherson,Brian Gunn
Davis-Films,Michael J. Bassett,Adventure,Terror en Silent Hill 2: la revelación,R,Adelaide Clemens,Michael J. Bassett
Universal Pictures,Daniel Espinosa,Action,Protegiendo al enemigo,R,Denzel Washington,David Guggenheim
Fox Searchlight Pictures,Jonathan Dayton,Comedy,Ruby Sparks,R,Paul Dano,Zoe Kazan
Lionsgate,Jeff Nichols,Drama,Mud,PG-13,Matthew McConaughey,Jeff Nichols
Screen Gems,Måns Mårlind,Action,Underworld Awakening,R,Kate Beckinsale,Len Wiseman
Millennium Films,Simon West,Action,The Expendables 2,R,Sylvester Stallone,Richard Wenk
Constantin Film International,Paul W.S. Anderson,Action,Resident Evil: Retribution,R,Milla Jovovich,Paul W.S. Anderson
Informant Media,Josh Boone,Comedy,Stuck in Love,R,Greg Kinnear,Josh Boone
Lionsgate,Kirk Jones,Comedy,What to Expect When You're Expecting,PG-13,Cameron Diaz,Shauna Cross
EuropaCorp,Olivier Megaton,Action,Búsqueda implacable 2,PG-13,Liam Neeson,Luc Besson
Gary Sanchez Productions,Leslye Headland,Comedy,Bachelorette,R,Kirsten Dunst,Leslye Headland
Twentieth Century Fox Film Corporation,Josh Trank,Sci-Fi,Chronicle,PG-13,Dane DeHaan,Max Landis
Cross Creek Pictures,James Watkins,Drama,The Woman in Black,PG-13,Daniel Radcliffe,Susan Hill
Universal Pictures,Nicholas Stoller,Comedy,The Five-Year Engagement,R,Jason Segel,Jason Segel
8383 Productions,Matt Bettinelli-Olpin,Horror,V/H/S,R,Calvin Reeder,Brad Miska
Arcade Pictures,RZA,Action,The Man with the Iron Fists,R,Russell Crowe,RZA
Abraham Productions,Timur Bekmambetov,Action,Abraham Lincoln: Vampire Hunter,R,Benjamin Walker,Seth Grahame-Smith
Summit Entertainment,Mabrouk El Mechri,Action,The Cold Light of Day,PG-13,Henry Cavill,Scott Wiper
Relativity Media,Mark Tonderai,Drama,House at the End of the Street,PG-13,Jennifer Lawrence,David Loucka
MK2 Productions,Walter Salles,Adventure,On the Road,R,Sam Riley,Jack Kerouac
Also Known As Pictures,Brian Klugman,Drama,The Words,PG-13,Bradley Cooper,Brian Klugman
FilmDistrict,Dan Bradley,Action,Red Dawn,PG-13,Chris Hemsworth,Carl Ellsworth
Bleiberg Entertainment,Ariel Vromen,Action,The Iceman,R,Michael Shannon,Morgan Land
Universal Pictures,Chris Renaud,Animation,The Lorax,PG,Zac Efron,Dr. Seuss
Intrepid Pictures,James McTeigue,Crime,The Raven,R,John Cusack,Hannah Shakespeare
Why Not Productions,Jacques Audiard,Drama,Rust and Bone,R,Marion Cotillard,Jacques Audiard
Summit Entertainment,Asger Leth,Action,Man on a Ledge,PG-13,Sam Worthington,Pablo F. Fenjves
La Petite Reine,Franck Khalfoun,Horror,Maniac,NOT RATED,Elijah Wood,Alexandre Aja
Focus Features,Lorene Scafaria,Adventure,Seeking a Friend for the End of the World,R,Steve Carell,Lorene Scafaria
Double Feature Films,Lisa Azuelos,Comedy,LOL,PG-13,Miley Cyrus,Lisa Azuelos
Relativity Media,Tarsem Singh,Adventure,Mirror Mirror,PG,Lily Collins,Marc Klein
Zentropa Entertainments,Nikolaj Arcel,Biography,A Royal Affair,R,Alicia Vikander,Bodil Steensen-Leth
EuropaCorp,James Mather,Action,Lockout,PG-13,Guy Pearce,Stephen St. Leger
Focus Features,Chris Butler,Animation,ParaNorman,PG,Kodi Smit-McPhee,Chris Butler
Warner Bros.,Robert Lorenz,Drama,Trouble with the Curve,PG-13,Clint Eastwood,Randy Brown
RT Features,Noah Baumbach,Comedy,Frances Ha,R,Greta Gerwig,Noah Baumbach
Lakeshore Entertainment,Julie Anne Robinson,Action,One for the Money,PG-13,Katherine Heigl,Stacy Sherman
Plan B Entertainment,Andrew Dominik,Crime,Killing Them Softly,R,Brad Pitt,Andrew Dominik
Blue Sky Studios,Steve Martino,Animation,Ice Age: Continental Drift,PG,Ray Romano,Michael Berg
Columbia Pictures,Frank Coraci,Action,Here Comes the Boom,PG,Kevin James,Allan Loeb
Millennium Films,Rodrigo Cortés,Drama,Red Lights,R,Sigourney Weaver,Rodrigo Cortés
Dimension Films,John Gulager,Comedy,Piranha 3DD,R,Danielle Panabaker,Patrick Melton
IM Global,Boaz Yakin,Action,Safe,R,Jason Statham,Boaz Yakin
Relativity Media,Mike McCoy,Action,Act of Valor,R,Alex Veadov,Kurt Johnstad
Alliance,Rob Zombie,Horror,The Lords of Salem,R,Sheri Moon Zombie,Rob Zombie
Magnet Releasing,Kaare Andrews,Comedy,The ABCs of Death,NOT RATED,Ingrid Bolsø Berdal,Ant Timpson
Twentieth Century Fox Film Corporation,Bobby Farrelly,Comedy,The Three Stooges,PG,Sean Hayes,Mike Cerrone
Millennium Films,Simon West,Action,Stolen,R,Nicolas Cage,David Guggenheim
SBS Productions,Brian De Palma,Mystery,"Pasión, un asesinato perfecto",R,Rachel McAdams,Brian De Palma
Universal Pictures,Baltasar Kormákur,Action,Contraband,R,Mark Wahlberg,Aaron Guzikowski
Millennium Films,Lee Daniels,Drama,The Paperboy,R,Matthew McConaughey,Peter Dexter
A Hot Dog,David Wain,Comedy,Wanderlust,R,Jennifer Aniston,David Wain
Les Films du Losange,Michael Haneke,Drama,Amour,PG-13,Jean-Louis Trintignant,Michael Haneke
Ghost House Pictures,Ole Bornedal,Horror,The Possession,PG-13,Natasha Calis,Juliet Snowden
DreamWorks Animation,Eric Darnell,Animation,Madagascar 3: Europe's Most Wanted,PG,Ben Stiller,Eric Darnell
